Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
13781-8955,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDED9RF, ,,Tesla,Model Y, ,2024.0, ,c6f0534682e43e0,9654.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,15:08, ,dde57cd8b982acf,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Dublin, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30.0, ,Daylight, , ,Y, , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Making Right Turn,Yes,Unknown,Unknown,34.0, , ,Y,Y, , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8952,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EAXKF, ,,Tesla,Model 3, ,2019.0, ,baaa9bf21c4466a,141801.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,05:00, ,9608ec3f4d85c12,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Templeton, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Unknown,65.0, ,Daylight,Y, , , , , , , ,,Animal,Unknown,Yes,Unknown,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,73.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8950,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDEE4RF, ,,Tesla,Model Y, ,2024.0, ,c51d5a036a49b97,4113.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,09:42, ,b2c0d14edce68bb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Lynwood, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,40.0, ,Dark - Lighted,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,Yes,Unknown,Unknown,44.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8948,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EA1SF, ,,Tesla,Model 3, ,2025.0, ,bff0884cc406f91,50.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,01:37, ,c677b3d3d232b9f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,La Habra, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Unknown,25.0, ,Dark - Lighted,Y, , , , , , , ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,10.0, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10039-8934,1,"BMW of North America, LLC",5-Day,,,OCT-2024,WBY53EJ05PC, ,,BMW,i7 xDrive60, ,2023.0, ,7b2b26c9c1bf742,13277.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,,Y, ,,, ,Y,No,,No,"Unknown, see Narrative",, ,Y, , , , , , ,,2024-10-01, ,OCT-2024,,Y,ff4b2addf99ef23,,Y,,Y,,Y,,Y,CA ,,Y,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Other Fixed Object,No Injuries Reported,Unknown,,,, , , , , , , , , , , ,Proceeding Straight,Unknown,Yes,Unknown,,Y,Y, ,Y, , , , , , , , , , , , , ,Y, , ,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8937,1,"Tesla, Inc.",5-Day,,,OCT-2024,7G2CEHED9RA, ,,Tesla,Cybertruck, ,2024.0, ,d52e6965fa6aeab,150.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Employee Verbal Notification,2024-10-01, ,OCT-2024,16:28, ,be6bfa2467a4094,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Mateo, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Unknown,65.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Unknown,Unknown,Unknown, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Unknown,6.0, ,Y, , ,Y, , ,Y, , , , ,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8920,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EB4JF, ,,Tesla,Model 3, ,2018.0, ,034a05819ac023d,99920.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,03:21, ,38268067e9cc3ec,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Selma, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,70.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,79.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8913,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJSA1E5XNF, ,,Tesla,Model S, ,2022.0, ,5d686325eb2ef59,41245.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,18:26, ,64377c91ed7ede5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Lake Elsinore, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,70.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,70.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8866,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDEE2RF, ,,Tesla,Model Y, ,2024.0, ,60b8467e0295494,4127.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,02:06, ,2fc0a3edeb01947,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mountain View, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Unknown,65.0, ,Dark - Lighted,Y, , , , , , , ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Unknown,Yes,Unknown,30.0, , , , , , , , , , , ,Y, , ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8864,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDED5RF, ,,Tesla,Model Y, ,2024.0, ,17d76f45f1c84fe,4787.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,00:42, ,fe3cdeb659a12c6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Bernardino, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,55.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,40.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8862,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDED1RF, ,,Tesla,Model Y, ,2024.0, ,32449c99564e8fb,2328.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,23:07, ,b85b68bb554ffe1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Jose, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,65.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Unknown,Yes,Unknown,42.0, , , , , , , , , , , ,Y, , ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8853,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJSA1E29KF, ,,Tesla,Model S, ,2019.0, ,a5437c854742e6a,82314.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2024-10-01, ,OCT-2024,05:05, ,4d507c4754442a1,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,La Habra, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Other Fixed Object,No Injuries Reported,Yes,,,, , , , , , , , , , , ,Unknown,Unknown,Yes,Unknown,18.0, , , , , , , , ,Y, ,Y, , , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10039-8653,3,"BMW of North America, LLC",Update,,,OCT-2024,WBY43AW05RF, ,,BMW,i4 eDrive35, ,2024.0, ,536b485dac7c987,4759.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,Y,,Y, ,,, ,Y,No,,No,"Unknown, see Narrative",, ,Y, , , , , , ,,2024-09-01, ,SEP-2024,17:30, ,c600faae8e2c77b,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,CA ,,Y,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Passenger Car,No Injuries Reported,Unknown,Stopped,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Yes,Unknown,30.0, ,Y, ,Y, , ,Y, , ,Y, , ,Y, , , , , , , ,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8789,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1ET6RF, ,,Tesla,Model 3, ,2024.0, ,1bc2105218d76b9,277.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-10-01, ,OCT-2024,18:52, ,931517baf7bb99b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Pomona, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,45.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,23.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8788,1,"Tesla, Inc.",5-Day,,,OCT-2024,7SAYGDEE3RF, ,,Tesla,Model Y, ,2024.0, ,7d544f0341a15bc,2918.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Data Privacy Request,2024-09-01, ,OCT-2024,20:23, ,86e7ec1687ad360,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Marina, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,50.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Unknown,Yes,Unknown,34.0, , , , , , , , , , , ,Y, , ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8753,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EA3PF, ,,Tesla,Model 3, ,2023.0, ,eb69b2f49305631,14881.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,19:05, ,2230399e54849bf,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Corona, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Stopped,Unknown,Unknown,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,Yes,Unknown,Unknown,42.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8737,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EA4HF, ,,Tesla,Model 3, ,2017.0, ,7fe292b170e8248,94578.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Engineering Review,2024-05-01, ,SEP-2024,15:49, ,33f712b50f4fd99,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rossmoor, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,65.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,28.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-8736,1,"Tesla, Inc.",5-Day,,,OCT-2024,5YJ3E1EBXPF, ,,Tesla,Model 3, ,2023.0, ,d663a090952b13e,3185.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Engineering Review,2024-06-01, ,SEP-2024,12:39, ,0d29c55f0f7596b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Fresno, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Unknown,40.0, ,Daylight,Y, , , , , , , ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,81.0, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
