Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Approx_Latitude,Approx_Longitude
30270-8880,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S11M1, ,,Jaguar,I-Pace, ,2021.0, ,600ffbfd70e9dc1,75967.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 9, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,20:44, ,d03b4dcbf3cd3bd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 8:44 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a van on [XXX] at [XXX]. 
The Waymo AV was stopped in a queue of traffic in the leftmost of two through lanes on southbound [XXX] at the intersection with [XXX] when a van traveling behind the Waymo AV passed the Waymo AV on the left to enter the dedicated left turn lane. The passenger side of the van made contact with the rear left sensor of the Waymo AV. Without stopping, the van then crossed the double yellow line to the northbound side of [XXX], turned left onto eastbound [XXX], and left the scene. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage to the rear left sensor housing and assembly.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8878,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S12M1, ,,Jaguar,I-Pace, ,2021.0, ,a5875815d60f218,114370.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,09:17, ,3c8331623772513,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,15.0, ,Daylight, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 9:17 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped at a stop sign in the single lane of southwestbound [XXX] at the intersection with [XXX] and was preparing to make a right turn onto northwestbound [XXX]. While the Waymo AV remained stopped, yielding to cross traffic on [XXX], an SUV that was stopped behind the Waymo AV began to maneuver around the left side of the Waymo AV, and the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8877,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S14M1, ,,Jaguar,I-Pace, ,2021.0, ,659d05101bd816a,77419.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,17:50, ,15a0aa27e76139f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 5:50 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a SUV on [XXX] at [XXX].
The Waymo AV was traveling westbound on [XXX] and made a left turn onto southbound [XXX] in the right lane of two lanes, and came to a stop in a queue of traffic. While the Waymo AV was stopped in traffic, the passenger in the Waymo AV began to exit while the vehicle was still within the travel lane. After the passenger had finished exiting the Waymo AV, which remained stationary for the passenger to exit, an SUV traveling behind the Waymo AV merged to the left lane and the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8876,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S18R1, ,,Jaguar,I-Pace, ,2024.0, ,5f975470bb11f2c,23617.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,,Y, ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:08, ,2c55dc79d01a218,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Entering Traffic,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 6:08 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX].
The Waymo AV was traveling northbound on [XXX] in the right lane of two travel lanes and came to a stop for the traffic queue at the intersection with [XXX]. A passenger car exiting a residential driveway entered the roadway from behind the Waymo AV, turning right onto [XXX] into the left northbound lane. As the passenger car was turning into the left lane, the passenger side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The passenger car sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8875,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S15R1, ,,Jaguar,I-Pace, ,2024.0, ,22f4a9434bb99b4,7630.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:17, ,de321c956ec5a61,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 6:17 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a van on [XXX] near [XXX].
The Waymo AV was stopped in traffic in the dedicated right turn lane of southwestbound [XXX]. While the Wamo AV remained stopped, a van traveling behind the Waymo AV partially entered the left adjacent lane to maneuver around the Waymo AV. As the van was passing the stopped Waymo AV, the front passenger side of the van made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The van sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8873,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S12R1, ,,Jaguar,I-Pace, ,2024.0, ,d3f98cd30ee4b8c,4911.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,15:08, ,27c64a33609b0ab,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,20.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 3:08 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a van on [XXX] at [XXX].
The Waymo AV was stopped in the leftmost lane of a two-lane, one-way only section of [XXX] at the intersection with [XXX]. The Waymo AV was facing a green light, but stopped before entering the intersection because traffic was stacked on the other side of the intersection, leaving no space for the AV. The light turned red, and upon the light turning green again a van that had been stopped behind the Waymo AV passed the Waymo AV on the left and proceeded into the intersection. While passing the stopped Waymo AV, the vans passenger side made contact with the driver side rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8868,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S18M1, ,,Jaguar,I-Pace, ,2021.0, ,3f5fcc5eb933007,105006.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:48, ,18a593a7df9dace,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 6:48 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX].
The Waymo AV was stopped for a passenger drop off in the rightmost lane of a two-lane section of westbound [XXX] with its hazard lights activated. While the Waymo AV was stopped, and its rear driver side corner partially in the left adjacent lane, an SUV traveling behind the Waymo AV entered the left adjacent lane to maneuver around the Waymo AV. As the SUV was passing the stopped Waymo AV, the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8871,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S12R1, ,,Jaguar,I-Pace, ,2024.0, ,d3f98cd30ee4b8c,14398.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,07:46, ,27c64a33609b0ab,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 7:46 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was stopped in traffic in the rightmost lane of southbound [XXX] when an SUV traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8870,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S12R1, ,,Jaguar,I-Pace, ,2024.0, ,d3f98cd30ee4b8c,13750.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,17:03, ,78c414dcdad6301,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,20.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Stopped,No,No,Yes,0.0, ,Y, , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 5:03 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was stopped in traffic in the rightmost lane of northwestbound [XXX] when a passenger car traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8863,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S14M1, ,,Jaguar,I-Pace, ,2021.0, ,33d60213f3005c0,91956.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 9, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,21:15, ,c91c64b514e62f5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35.0, ,Dark - Lighted, , , ,Y, , , , ,,Passenger Car,No Injuries Reported,Yes,Backing,No,No, , , ,Y, , , , , , , ,Stopped,No,No,Yes,0.0, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 9:15 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] and came to a stop in a queue of traffic for a red light at the intersection with [XXX]. A passenger vehicle in front of the Waymo AV began to roll backwards, and the rear of the passenger car made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8857,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S12R1, ,,Jaguar,I-Pace, ,2024.0, ,e7c7d499b6f8f51,67.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:01, ,1b7cf4c624c3405,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , ,Y, , , ,Stopped,No,No,Yes,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 6:01 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Los Angeles, California was in a collision involving a SUV on [XXX] at [XXX].
The Waymo AV was traveling westbound on [XXX] in the left lane of three travel lanes and came to a stop in a queue of traffic for a red traffic light near the intersection with [XXX].  [XXX]expands to four lanes at the point where the AV had come to a stop. The SUV following behind the Waymo AV began merging to the expanded leftmost lane, and the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-8856,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S17R1, ,,Jaguar,I-Pace, ,2024.0, ,63253074c9e64f2,6237.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,07:20, ,7d74fdd0779d0af,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 7:20 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX].
The Waymo AV was traveling eastbound on [XXX] and came to a stop in a queue of traffic for a red traffic light at the intersection with [XXX]. While the Waymo AV remained stationary, a passenger car approached from behind the Waymo AV, and the front bumper of the passenger car made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-8851,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S1XR1, ,,Jaguar,I-Pace, ,2024.0, ,4665753b0fb29b8,21265.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,23:27, ,dcae9422f8bb3d2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,Work Zone,20.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 11:27 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling on northeastbound [XXX] in the rightmost portion of the drivable roadway, having maneuvered around a segment of the rightmost lane that was blocked off due to road work. When the traffic light was green, the Waymo AV entered the intersection to prepare to make a right turn onto southeastbound [XXX]. It then slowed to a stop, with its hazards on due to a change in the traffic light configuration. While the Waymo AV remained stopped, a passenger car traveling behind the Waymo AV maneuvered around the left side of the Waymo AV and made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
